datetime,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation
24/09/2023 23:00:00,4,1535.42,0.0,39.07,28.97,7.21,57.47,74.88,51.68,20.8,90,19.1,0.0,968.2,2.2,189,0
25/09/2023 00:00:00,3,1375.2,0.0,31.53,27.89,4.95,49.97,66.51,37.49,20.0,90,18.3,0.0,969.7,3.2,243,0
25/09/2023 01:00:00,3,1415.25,0.12,34.27,17.52,3.99,48.05,65.52,31.92,19.9,91,18.4,0.0,969.2,2.5,270,0
25/09/2023 02:00:00,4,1842.5,10.51,41.81,2.08,4.35,54.73,75.35,27.61,20.3,90,18.6,0.0,969.7,1.0,225,45
25/09/2023 03:00:00,4,2536.77,38.0,44.55,5.9,5.42,61.46,83.59,23.81,21.7,82,18.5,0.0,970.4,2.3,108,209
25/09/2023 04:00:00,2,907.9,2.46,18.51,92.98,5.6,24.93,37.86,10.13,23.4,74,18.5,0.0,971.5,3.7,101,402
25/09/2023 05:00:00,3,794.41,1.98,13.19,120.16,5.01,23.51,35.36,8.49,25.2,65,18.2,0.0,971.5,3.7,79,577
25/09/2023 06:00:00,4,741.0,1.36,9.94,150.2,4.95,25.1,36.06,7.73,26.4,60,18.1,0.0,971.6,6.2,83,707
25/09/2023 07:00:00,4,587.46,0.61,5.01,158.79,3.49,23.0,31.45,5.83,28.0,52,17.3,0.0,970.8,7.6,85,781
25/09/2023 08:00:00,4,534.06,0.42,3.77,163.08,3.1,22.82,30.23,5.45,29.2,46,16.4,0.0,969.9,7.3,79,787
25/09/2023 09:00:00,4,520.71,0.37,3.73,165.94,3.07,22.97,30.17,5.51,30.2,41,15.5,0.0,969.3,7.0,69,727
25/09/2023 10:00:00,4,574.11,0.66,7.28,164.51,3.78,24.52,32.04,6.52,30.6,39,15.1,0.0,968.5,6.7,74,604
25/09/2023 11:00:00,4,694.27,0.99,13.88,161.65,4.77,27.64,35.97,8.11,30.5,40,15.4,0.0,968.1,6.9,81,434
25/09/2023 12:00:00,4,814.44,0.8,21.93,147.34,5.3,29.69,38.55,9.37,29.8,43,15.9,0.0,968.6,6.5,84,241
25/09/2023 13:00:00,3,1508.71,0.33,69.23,82.25,7.75,39.35,52.46,20.52,28.6,51,17.5,0.0,968.8,3.0,76,63
25/09/2023 14:00:00,4,2590.18,5.03,131.61,12.52,12.64,59.05,79.9,42.05,27.2,58,18.3,0.0,969.3,2.4,27,0
25/09/2023 15:00:00,5,3417.97,26.38,163.14,0.01,18.12,82.13,109.62,62.32,25.9,64,18.6,0.0,969.4,2.9,300,0
25/09/2023 16:00:00,5,3524.78,26.82,168.62,0.01,20.5,93.96,124.47,72.96,24.4,71,18.8,0.0,969.5,4.8,257,0
25/09/2023 17:00:00,5,3578.19,26.82,156.28,0.01,21.22,103.62,136.34,81.06,23.3,75,18.6,0.0,969.4,5.5,247,0
25/09/2023 18:00:00,5,3631.59,27.72,142.57,0.0,20.5,109.09,141.81,84.1,22.9,76,18.4,0.0,970.3,5.8,240,0
25/09/2023 19:00:00,5,3391.27,22.13,127.49,0.02,16.21,103.04,131.75,76.0,22.6,74,17.7,0.0,970.0,6.1,242,0
25/09/2023 20:00:00,5,2857.21,11.18,108.3,0.26,11.09,90.39,115.09,62.82,22.3,74,17.4,0.0,969.9,6.3,239,0
25/09/2023 21:00:00,5,2323.15,2.88,87.05,2.32,7.33,79.35,102.12,50.16,22.0,72,16.8,0.0,969.8,6.1,242,0
25/09/2023 22:00:00,4,1869.2,0.38,65.8,6.88,5.42,69.6,91.32,43.06,21.7,71,16.2,0.0,969.6,5.8,240,0
25/09/2023 23:00:00,4,1562.12,0.18,54.15,9.39,5.36,64.44,86.34,48.13,21.2,73,16.2,0.0,969.8,5.3,242,0
26/09/2023 00:00:00,4,1388.55,0.26,47.98,9.3,5.78,61.93,84.47,54.21,21.0,73,16.0,0.0,970.2,5.3,242,0
26/09/2023 01:00:00,4,1441.96,1.58,50.72,4.11,6.74,61.89,85.42,60.8,20.7,73,15.7,0.0,970.6,5.0,240,0
26/09/2023 02:00:00,4,1976.01,19.45,56.89,0.65,9.06,69.18,96.9,65.86,21.0,73,16.0,0.0,971.2,4.7,238,45
26/09/2023 03:00:00,5,3177.64,62.58,63.06,4.83,11.68,82.61,115.33,62.82,23.5,68,17.3,0.0,971.9,2.8,230,214
26/09/2023 04:00:00,5,3578.19,60.8,76.09,17.34,10.37,83.74,115.07,40.02,26.5,54,16.4,0.0,972.7,2.0,45,411
26/09/2023 05:00:00,5,3524.78,34.87,93.22,55.79,9.78,83.54,113.47,27.87,28.1,51,17.1,0.0,972.8,4.8,42,588
26/09/2023 06:00:00,5,3204.35,13.3,85.68,153.06,9.66,87.43,115.73,23.31,29.6,47,17.1,0.0,972.6,7.4,47,718
26/09/2023 07:00:00,5,834.47,1.03,9.42,180.24,4.35,34.29,52.01,7.47,31.1,40,16.0,0.0,971.8,7.1,41,785
26/09/2023 08:00:00,4,594.14,0.48,4.54,173.09,3.13,30.1,50.05,5.45,32.1,34,14.3,0.0,970.5,6.9,51,785
26/09/2023 09:00:00,4,560.76,0.43,4.33,178.81,3.13,31.23,52.99,5.26,32.9,29,12.6,0.0,970.0,6.1,62,726
26/09/2023 10:00:00,4,781.06,1.58,16.45,174.52,4.41,38.34,61.44,8.36,33.3,25,10.6,0.0,969.3,5.4,86,607
26/09/2023 11:00:00,4,1121.52,2.54,33.24,164.51,5.9,48.55,72.99,12.54,33.2,23,9.3,0.0,968.8,4.8,117,436
26/09/2023 12:00:00,4,1401.9,2.07,49.35,135.9,6.68,55.83,81.49,15.71,33.0,26,10.9,0.0,968.6,4.8,117,242
26/09/2023 13:00:00,4,2056.12,0.92,89.11,52.21,7.75,67.79,97.28,21.28,31.1,35,13.9,0.0,968.7,2.5,90,60
26/09/2023 14:00:00,5,2857.21,15.42,104.19,0.69,9.3,86.59,123.41,28.37,29.9,40,14.9,0.0,969.4,1.6,297,0
26/09/2023 15:00:00,5,3417.97,38.0,95.96,0.0,10.73,107.77,152.62,35.46,28.0,44,14.6,0.0,969.8,4.7,266,0
26/09/2023 16:00:00,5,3631.59,44.7,90.48,0.0,11.44,124.44,175.35,44.08,25.1,56,15.7,0.0,969.7,5.0,249,0
26/09/2023 17:00:00,5,3845.21,49.62,86.37,0.0,12.4,140.4,197.59,54.72,24.3,59,15.8,0.0,969.7,5.2,245,0
26/09/2023 18:00:00,5,4112.24,55.88,89.11,0.0,14.07,154.83,215.75,66.88,23.4,64,16.2,0.0,969.4,5.6,243,0
26/09/2023 19:00:00,5,4165.65,53.64,97.33,0.0,15.97,158.8,217.05,80.05,22.8,66,16.2,0.0,969.2,5.5,238,0
26/09/2023 20:00:00,5,3898.62,40.68,101.45,0.0,16.69,149.69,201.18,91.2,22.2,68,16.0,0.0,969.1,5.5,238,0
26/09/2023 21:00:00,5,3417.97,25.7,98.71,0.01,15.97,135.32,180.53,101.33,21.7,69,15.8,0.0,969.4,5.0,240,0
26/09/2023 22:00:00,5,2937.32,14.31,93.22,0.05,14.42,119.4,159.26,103.35,21.1,70,15.5,0.0,969.3,4.8,243,0
26/09/2023 23:00:00,5,2590.18,8.72,87.74,0.16,13.11,108.54,145.72,103.35,20.6,71,15.2,0.0,969.4,4.2,239,0
27/09/2023 00:00:00,5,2376.56,7.26,83.63,0.21,12.87,103.57,140.29,109.43,20.4,72,15.2,0.0,970.0,4.4,235,0
27/09/2023 01:00:00,5,2483.37,12.07,83.63,0.04,13.95,109.35,148.75,123.62,20.0,73,15.1,0.0,970.2,4.1,225,0
27/09/2023 02:00:00,5,3044.13,34.87,87.74,0.43,17.17,123.84,169.64,137.81,20.0,74,15.3,0.0,971.0,3.9,236,44
27/09/2023 03:00:00,5,4219.06,84.94,94.59,4.52,21.93,143.27,195.94,149.97,22.7,69,16.7,0.0,971.6,1.6,207,213
27/09/2023 04:00:00,5,4272.46,79.57,94.59,15.38,18.36,146.05,197.08,103.35,25.7,52,15.1,0.0,972.3,4.2,70,412
27/09/2023 05:00:00,5,4005.43,41.57,109.67,55.07,15.74,163.68,211.69,64.85,27.5,47,15.2,0.0,971.9,4.9,73,589
27/09/2023 06:00:00,5,3738.4,13.97,98.71,170.23,18.36,214.05,259.27,47.62,29.4,42,15.1,0.0,972.1,6.7,74,721
27/09/2023 07:00:00,5,1148.22,1.12,12.85,228.88,11.56,78.07,110.65,15.07,31.1,37,14.7,0.0,970.9,7.0,78,790
27/09/2023 08:00:00,5,881.2,0.54,6.68,231.74,8.11,64.44,95.16,11.4,32.5,33,14.2,0.0,970.0,6.5,84,796
27/09/2023 09:00:00,5,834.47,0.43,5.91,234.6,7.33,64.33,95.04,10.39,33.5,28,12.5,0.0,969.1,7.2,96,735
27/09/2023 10:00:00,5,1028.06,1.05,15.42,228.88,8.11,74.14,105.84,12.29,34.0,24,10.6,0.0,968.6,7.7,101,614
27/09/2023 11:00:00,5,1321.79,1.41,28.1,220.3,9.18,90.64,123.74,15.2,33.8,21,8.4,0.0,967.5,8.4,97,441
27/09/2023 12:00:00,5,1548.77,0.98,40.44,185.97,9.54,100.67,134.93,17.48,33.2,26,11.2,0.0,967.3,6.5,90,241
27/09/2023 13:00:00,5,2243.04,0.23,82.25,90.12,10.25,115.6,152.65,24.57,30.4,36,13.7,0.0,966.8,5.4,53,58
27/09/2023 14:00:00,5,3177.64,4.41,128.87,10.82,12.28,138.57,182.84,40.02,28.0,47,15.7,0.0,967.3,3.9,22,0
27/09/2023 15:00:00,5,3898.62,24.36,141.2,0.01,15.5,164.61,217.5,57.25,26.9,52,16.3,0.0,968.0,3.1,306,0
27/09/2023 16:00:00,5,4219.06,33.08,145.32,0.0,18.12,184.21,244.31,73.97,25.7,56,16.3,0.0,968.1,5.1,266,0
27/09/2023 17:00:00,5,4432.68,40.23,139.83,0.0,19.31,199.66,267.1,91.2,24.3,61,16.3,0.0,968.1,5.5,259,0
27/09/2023 18:00:00,5,4592.9,47.83,131.61,0.0,19.55,212.51,284.96,102.34,23.4,69,17.4,0.0,967.9,5.2,245,0
27/09/2023 19:00:00,5,4539.49,46.94,126.12,0.0,20.03,213.3,284.12,112.47,22.8,72,17.5,0.0,967.8,5.0,240,0
27/09/2023 20:00:00,5,4272.46,37.1,126.12,0.0,20.5,206.14,272.31,126.66,22.3,74,17.4,0.0,967.6,4.9,234,0
27/09/2023 21:00:00,5,3952.03,26.6,123.38,0.0,20.27,197.42,259.62,137.81,21.8,76,17.4,0.0,967.6,4.9,234,0
27/09/2023 22:00:00,5,3738.4,19.89,120.64,0.01,19.55,188.56,246.81,139.83,21.4,76,17.0,0.0,967.4,4.4,235,0
27/09/2023 23:00:00,5,3391.27,14.31,112.41,0.04,18.12,173.81,227.87,135.78,21.1,77,16.9,0.0,967.5,4.1,232,0
28/09/2023 00:00:00,5,2883.91,9.95,95.96,0.13,15.97,151.2,202.94,127.67,21.1,78,17.1,0.0,968.2,3.8,229,0
28/09/2023 01:00:00,5,2536.77,11.62,82.94,0.07,14.78,135.68,188.82,125.65,20.8,79,17.1,0.0,968.6,3.6,233,0
28/09/2023 02:00:00,5,2910.61,33.08,80.2,0.31,16.69,139.89,198.4,128.69,21.2,78,17.3,0.0,969.5,3.1,234,42
28/09/2023 03:00:00,5,4058.84,83.15,83.63,3.13,19.79,158.42,224.17,126.66,24.0,71,18.5,0.0,970.4,0.5,135,205
28/09/2023 04:00:00,5,4379.27,78.68,95.96,13.41,18.12,174.21,239.01,91.2,25.8,59,17.2,0.0,971.0,4.5,76,402
28/09/2023 05:00:00,5,4219.06,33.97,113.79,66.52,15.74,215.67,276.73,54.72,27.9,51,16.9,0.0,970.9,6.0,57,576
28/09/2023 06:00:00,5,3898.62,8.49,82.94,220.3,18.12,288.04,343.73,39.52,29.4,46,16.6,0.0,970.4,6.9,62,704
28/09/2023 07:00:00,5,1468.66,0.71,11.48,263.21,16.93,145.21,192.61,20.52,31.0,41,16.2,0.0,969.5,7.2,72,771
28/09/2023 08:00:00,5,1081.47,0.37,6.25,243.19,12.28,104.81,157.18,18.24,32.3,36,15.3,0.0,968.8,7.2,90,776
28/09/2023 09:00:00,5,974.66,0.3,5.83,231.74,10.37,96.83,149.92,16.97,32.9,36,15.9,0.0,967.8,7.7,101,685
28/09/2023 10:00:00,5,1001.36,0.54,11.82,214.58,10.01,93.64,144.28,16.47,33.2,34,15.2,0.0,967.4,8.3,108,560
28/09/2023 11:00:00,5,1188.28,0.88,24.33,197.41,10.97,98.44,146.99,16.97,32.8,34,14.9,0.0,966.8,8.2,128,367
28/09/2023 12:00:00,5,1428.6,0.66,39.41,171.66,12.52,100.82,149.28,17.73,32.1,37,15.6,0.0,966.8,6.6,112,191
28/09/2023 13:00:00,5,1708.98,0.09,54.84,128.75,12.4,96.4,145.02,18.75,30.7,44,17.1,0.0,966.9,3.3,77,35
28/09/2023 14:00:00,5,2082.82,0.0,65.8,88.69,11.92,94.07,143.42,21.53,29.4,55,19.5,0.0,967.4,1.3,214,0
28/09/2023 15:00:00,5,2269.74,0.0,69.92,73.67,11.8,94.34,143.82,24.83,28.4,57,19.1,0.0,967.7,4.0,270,0
28/09/2023 16:00:00,5,2189.64,0.0,68.55,72.24,11.56,94.86,143.29,27.11,26.4,63,18.8,0.0,967.9,5.1,266,0
28/09/2023 17:00:00,5,2296.45,0.0,74.71,72.24,10.61,98.87,143.77,24.83,25.5,65,18.4,0.0,967.9,5.8,248,0
28/09/2023 18:00:00,5,1815.8,0.0,58.95,80.82,7.27,81.78,118.22,18.75,25.0,63,17.5,0.0,967.8,6.0,237,0
28/09/2023 19:00:00,3,854.49,0.0,19.19,110.15,4.17,39.95,62.26,10.13,24.5,62,16.7,0.0,967.4,6.1,242,0
28/09/2023 20:00:00,3,747.68,0.0,12.0,107.29,3.43,29.62,46.23,9.88,23.9,64,16.7,0.0,967.2,8.4,313,0
28/09/2023 21:00:00,3,747.68,0.0,9.6,101.57,2.89,25.43,39.83,10.39,22.6,67,16.2,0.0,967.8,18.2,284,0
28/09/2023 22:00:00,2,727.65,0.0,9.51,89.41,2.38,23.02,37.02,12.03,20.6,86,18.2,3.5,969.4,9.1,108,0
28/09/2023 23:00:00,2,741.0,0.0,10.97,75.82,2.26,23.18,38.25,15.33,20.1,89,18.2,0.5,969.2,3.3,319,0
29/09/2023 00:00:00,2,801.09,0.0,14.57,63.66,2.53,24.84,41.2,18.75,19.9,88,17.9,0.0,969.9,3.3,77,0
29/09/2023 01:00:00,3,961.3,0.0,23.65,48.64,3.31,28.24,46.58,22.8,19.6,89,17.8,0.5,970.6,9.7,132,0
29/09/2023 02:00:00,3,1508.71,2.37,51.41,14.66,5.13,37.95,60.6,27.11,19.5,87,17.3,0.5,970.9,4.0,180,31
29/09/2023 03:00:00,4,2510.07,36.21,61.69,5.05,7.63,52.93,80.7,30.65,20.3,84,17.5,0.2,972.1,3.4,148,131
29/09/2023 04:00:00,4,3150.94,59.9,65.8,9.03,8.58,63.19,92.93,29.13,21.4,80,17.8,0.1,972.5,4.8,103,326
29/09/2023 05:00:00,4,3364.56,60.8,72.66,15.56,8.23,68.6,99.05,24.83,23.2,73,18.1,0.0,972.7,4.6,162,534
29/09/2023 06:00:00,4,2937.32,32.63,78.83,40.77,7.99,62.69,89.76,19.76,24.8,64,17.5,0.0,972.1,2.2,180,637
29/09/2023 07:00:00,4,640.87,1.29,11.31,140.19,4.89,21.03,32.79,7.41,26.7,56,17.2,0.0,971.4,1.5,45,740
29/09/2023 08:00:00,4,514.03,0.67,6.17,151.63,4.47,22.14,31.07,6.21,28.1,51,17.0,0.0,970.3,5.3,62,764
29/09/2023 09:00:00,4,473.98,0.55,4.93,148.77,4.05,21.36,27.42,5.51,28.7,48,16.6,0.0,969.5,6.2,69,708
29/09/2023 10:00:00,4,500.68,0.52,5.23,151.63,4.41,25.21,31.56,5.38,28.9,47,16.5,0.0,968.9,7.2,72,583
29/09/2023 11:00:00,4,507.35,0.46,6.77,150.2,4.89,30.36,38.7,5.13,28.6,47,16.2,0.0,968.5,6.2,54,412
29/09/2023 12:00:00,3,500.68,0.31,10.28,134.47,5.19,29.89,38.49,5.0,27.4,55,17.6,0.0,969.2,4.3,355,211
29/09/2023 13:00:00,3,947.95,0.12,42.16,75.82,5.78,33.48,43.54,9.75,26.0,65,19.0,0.0,969.3,5.4,340,50
29/09/2023 14:00:00,3,1548.77,2.51,74.71,13.59,6.44,42.92,56.8,16.21,24.6,66,17.8,0.0,970.1,7.1,300,0
29/09/2023 15:00:00,4,1949.31,12.18,83.63,0.26,7.21,55.08,72.58,21.28,23.8,65,16.8,0.0,970.5,6.6,283,0
29/09/2023 16:00:00,4,2269.74,19.22,86.37,0.06,7.45,71.44,93.37,28.12,22.9,69,16.9,0.0,970.5,5.2,258,0
29/09/2023 17:00:00,5,2590.18,28.16,81.57,0.01,7.45,89.9,116.31,34.45,22.0,74,17.1,0.0,970.5,5.0,249,0
29/09/2023 18:00:00,5,2830.51,33.08,80.2,0.0,7.21,100.73,129.35,36.48,21.5,72,16.2,0.1,970.5,4.9,253,0
29/09/2023 19:00:00,5,2723.69,27.05,82.94,0.01,8.46,97.44,123.96,45.6,21.2,75,16.6,0.2,970.6,2.5,278,0
29/09/2023 20:00:00,5,2429.96,15.65,86.37,0.13,10.37,92.79,117.03,62.32,20.7,77,16.5,0.0,970.8,3.9,236,0
29/09/2023 21:00:00,5,2189.64,6.26,86.37,0.79,11.09,91.82,114.72,74.98,19.7,83,16.8,0.0,970.6,4.3,228,0
29/09/2023 22:00:00,5,2029.42,1.79,82.94,2.95,10.97,90.08,112.04,82.08,19.1,86,16.7,0.0,970.8,4.3,222,0
29/09/2023 23:00:00,5,1842.5,0.24,74.03,9.3,10.85,84.83,105.44,88.16,18.6,88,16.6,0.0,970.8,4.1,218,0
30/09/2023 00:00:00,4,1615.52,0.03,58.95,18.78,10.37,74.97,93.3,89.17,17.9,89,16.1,0.0,970.8,4.2,211,0
2/10/2023 1:00,5,2269.74,1.17,71.97,5.59,17.17,118.29,161.25,91.2,18.8,66,12.4,0.0,967.3,5.2,245,0
2/10/2023 2:00,5,2830.51,18.55,82.25,0.64,20.98,132.44,181.56,101.33,19.0,67,12.7,0.0,967.9,5.1,231,38
2/10/2023 3:00,5,3952.03,59.01,94.59,6.08,25.99,157.18,214.45,108.42,21.7,64,14.6,0.0,969.0,3.4,212,203
2/10/2023 4:00,5,3204.35,29.06,85.0,36.12,20.03,138.53,186.53,62.32,24.8,50,13.7,0.0,970.1,2.7,113,401
2/10/2023 5:00,5,3311.16,18.78,90.48,87.98,19.79,167.63,217.27,48.64,27.3,43,13.6,0.0,970.8,4.0,80,582
2/10/2023 6:00,5,3578.19,10.28,87.74,185.97,20.98,235.61,288.99,41.54,28.6,43,14.8,0.0,970.1,7.1,66,717
2/10/2023 7:00,5,1201.63,0.98,12.17,237.46,13.95,98.82,132.29,15.96,30.0,42,15.7,0.0,969.8,7.1,75,776
2/10/2023 8:00,5,881.2,0.45,5.83,234.6,10.13,76.11,104.96,12.03,31.2,38,15.2,0.0,969.0,6.8,72,791
2/10/2023 9:00,5,807.76,0.35,4.93,234.6,9.3,74.79,102.46,11.02,32.0,36,15.1,0.0,968.4,7.6,82,724
2/10/2023 10:00,5,921.25,0.6,9.85,231.74,10.25,85.21,114.46,12.16,32.2,34,14.3,0.0,967.9,9.1,83,573
2/10/2023 11:00,5,1081.47,0.71,16.62,223.16,11.21,101.12,133.9,13.68,31.8,34,14.0,0.0,967.8,8.3,72,382
2/10/2023 12:00,5,1214.98,0.41,23.31,203.13,11.21,110.21,145.58,14.57,31.6,36,14.7,0.0,967.3,5.3,62,192
2/10/2023 13:00,5,1949.31,0.09,69.92,115.87,11.92,126.87,166.93,21.79,29.2,45,16.0,0.0,967.7,7.1,41,38
2/10/2023 14:00,5,3097.53,1.16,134.35,26.82,16.21,158.48,209.27,38.5,27.2,53,16.8,0.0,967.9,5.4,37,0
2/10/2023 15:00,5,4005.43,13.75,172.73,0.2,22.65,192.28,253.3,57.25,25.9,58,17.0,0.0,968.9,2.6,344,0
2/10/2023 16:00,5,4219.06,14.98,180.96,0.14,27.66,210.9,276.57,71.94,24.7,61,16.7,0.0,969.0,4.7,266,0
2/10/2023 17:00,5,4486.08,18.33,178.22,0.05,31.47,232.33,302.63,88.16,23.5,66,16.8,0.0,969.4,5.5,259,0
2/10/2023 18:00,5,4699.71,22.58,174.11,0.02,33.38,250.32,323.41,99.3,22.8,71,17.3,0.0,969.2,5.2,258,0
2/10/2023 19:00,5,4539.49,19.22,161.77,0.04,31.47,251.04,319.91,101.33,22.3,72,17.0,0.0,969.2,4.7,247,0
2/10/2023 20:00,5,4165.65,9.72,149.43,0.4,29.8,240.88,304.39,105.38,21.7,74,16.9,0.0,969.5,4.4,235,0
2/10/2023 21:00,5,3738.4,2.32,135.72,2.86,27.42,228.17,287.47,106.39,21.0,76,16.6,0.0,969.7,4.1,232,0
2/10/2023 22:00,5,3337.86,0.27,117.9,7.78,24.56,208.97,263.36,102.34,20.5,76,16.2,0.0,969.7,4.0,243,0
2/10/2023 23:00,5,2857.21,0.05,95.96,12.52,21.46,183.78,233.03,96.26,20.2,76,15.8,0.0,970.0,4.0,243,0
3/10/2023 0:00,5,2376.56,0.04,76.09,15.2,18.6,156.75,201.78,91.2,19.8,75,15.3,0.0,969.2,4.3,228,0
3/10/2023 1:00,5,2162.93,0.41,71.29,10.19,17.4,140.06,183.44,88.16,19.3,77,15.2,0.0,969.9,4.1,218,0
3/10/2023 2:00,5,2536.77,14.75,77.46,1.06,18.12,139.07,186.61,85.12,19.3,80,15.8,0.0,970.5,3.6,225,36
3/10/2023 3:00,5,3578.19,59.9,76.09,4.74,18.6,147.57,200.69,71.94,22.1,74,17.2,0.0,971.8,1.1,198,199
3/10/2023 4:00,5,4058.84,73.31,76.09,12.7,16.45,148.54,202.12,46.61,25.1,55,15.5,0.0,973.0,4.9,73,392
3/10/2023 5:00,5,4486.08,60.8,104.19,32.19,16.21,162.3,216.82,35.46,27.1,49,15.5,0.0,972.8,5.9,76,566
3/10/2023 6:00,5,4539.49,31.29,128.87,95.84,16.21,189.86,245.09,30.15,28.7,43,14.9,0.0,972.1,6.7,74,694
3/10/2023 7:00,4,727.65,1.38,12.0,178.81,7.33,49.68,75.91,7.98,30.6,37,14.3,0.0,971.3,6.6,77,763
3/10/2023 8:00,5,527.38,0.57,5.57,188.83,5.6,44.71,69.67,6.08,32.1,32,13.3,0.0,970.4,6.0,73,764
3/10/2023 9:00,5,514.03,0.42,4.8,200.27,5.6,47.42,72.74,6.08,33.2,28,12.3,0.0,969.5,7.3,81,703
3/10/2023 10:00,5,747.68,1.34,16.45,191.69,6.97,58.59,85.19,8.36,33.8,25,11.0,0.0,968.8,6.8,90,578
3/10/2023 11:00,5,1108.17,1.98,32.56,175.95,8.82,76.48,105.34,11.27,33.6,24,10.3,0.0,967.9,6.3,103,406
3/10/2023 12:00,5,1401.9,1.27,47.3,148.77,10.01,93.51,124.84,13.43,33.0,26,11.0,0.0,967.4,4.7,90,209
3/10/2023 13:00,5,2216.34,0.19,91.85,72.96,12.52,120.6,159.28,23.31,30.5,35,13.4,0.0,967.6,4.3,66,41
3/10/2023 14:00,5,3311.16,7.71,145.32,6.17,17.4,159.36,210.14,41.04,28.6,44,15.1,0.0,967.7,1.8,37,0
3/10/2023 15:00,5,4219.06,27.94,163.14,0.01,22.89,201.73,264.73,57.25,27.4,48,15.5,0.0,968.6,4.0,297,0
3/10/2023 16:00,5,4699.71,30.4,169.99,0.0,26.46,233.61,304.63,69.92,25.0,54,15.0,0.0,968.7,5.0,270,0
3/10/2023 17:00,5,4913.33,31.74,167.25,0.0,29.56,257.57,335.19,83.09,23.8,61,15.8,0.0,969.1,4.7,261,0
3/10/2023 18:00,5,4913.33,31.74,156.28,0.0,31.47,267.92,346.22,94.23,23.3,62,15.6,0.0,969.0,4.1,255,0
3/10/2023 19:00,5,4432.68,23.69,135.72,0.01,29.8,249.97,320.77,98.29,22.7,64,15.5,0.0,968.7,4.3,228,0
3/10/2023 20:00,5,3791.81,13.63,122.01,0.12,26.46,222.05,285.37,98.29,22.0,66,15.3,0.0,968.9,3.6,225,0
3/10/2023 21:00,5,3391.27,6.82,113.79,0.44,23.6,201.65,261.11,97.27,21.1,68,15.0,0.0,968.8,3.7,241,0
3/10/2023 22:00,5,3231.05,5.09,113.79,0.37,21.46,187.11,243.29,92.21,20.5,68,14.4,0.0,969.1,3.8,253,0
3/10/2023 23:00,5,2857.21,4.08,101.45,0.58,18.36,162.32,213.59,84.1,20.1,65,13.3,0.0,969.3,3.7,259,0
4/10/2023 0:00,5,2323.15,3.3,78.14,0.96,14.66,132.22,178.35,72.96,20.1,64,13.1,0.0,969.1,3.5,246,0
4/10/2023 1:00,5,2029.42,5.87,59.63,0.44,11.56,113.66,157.9,59.78,19.6,60,11.7,0.0,969.9,3.2,243,0
4/10/2023 2:00,5,2483.37,25.93,54.15,0.25,11.56,116.22,164.17,51.17,19.6,57,10.9,0.0,970.4,3.9,236,35
4/10/2023 3:00,5,3738.4,73.31,58.26,3.22,13.59,132.7,187.4,46.1,22.0,54,12.3,0.0,971.6,1.5,225,198
4/10/2023 4:00,5,4379.27,86.72,71.97,10.91,13.95,140.87,196.26,38.5,24.8,54,14.9,0.0,972.3,3.9,68,394
4/10/2023 5:00,5,4859.92,66.16,109.67,34.33,14.54,166.88,223.91,32.93,27.3,52,16.6,0.0,972.5,4.7,67,570
4/10/2023 6:00,5,4806.52,27.94,130.24,117.3,15.26,224.32,282.3,29.13,29.4,42,15.2,0.0,971.7,5.9,76,701
4/10/2023 7:00,5,1281.74,1.34,14.74,228.88,9.54,75.48,106.95,10.77,31.5,33,13.3,0.0,971.0,6.2,80,774
4/10/2023 8:00,5,1054.76,0.63,7.97,243.19,6.91,63.01,90.13,8.04,33.2,27,11.7,0.0,970.0,6.5,84,777
4/10/2023 9:00,5,1014.71,0.49,7.2,257.49,6.5,64.24,89.6,7.79,34.6,20,8.4,0.0,969.1,8.0,80,713
4/10/2023 10:00,5,1375.2,1.72,25.02,234.6,8.23,84.14,111.36,10.64,35.2,17,6.5,0.0,968.7,8.8,78,587
4/10/2023 11:00,5,2002.72,2.91,50.04,197.41,10.49,119.38,151.28,14.19,34.9,17,6.3,0.0,968.0,8.7,83,408
4/10/2023 12:00,5,2563.48,2.35,76.09,147.34,11.56,150.26,187.09,16.72,34.1,21,8.7,0.0,967.9,5.4,94,208
4/10/2023 13:00,5,3337.86,0.38,115.16,63.66,12.04,184.52,229.05,21.03,31.9,31,12.7,0.0,967.9,1.6,117,39
4/10/2023 14:00,5,4272.46,7.49,143.95,3.62,13.23,223.94,280.81,29.13,30.0,35,12.9,0.0,968.3,4.7,270,0
4/10/2023 15:00,5,4913.33,21.68,149.43,0.03,16.21,261.99,331.67,42.05,26.3,42,12.4,0.0,968.9,4.3,270,0
4/10/2023 16:00,5,5126.95,19.22,159.03,0.06,19.79,289.76,369.92,57.76,24.5,49,13.1,0.0,969.4,4.7,261,0
4/10/2023 17:00,5,5340.58,18.78,161.77,0.06,21.93,312.89,401.43,68.9,23.5,54,13.7,0.0,969.7,5.8,270,0
4/10/2023 18:00,5,5554.2,19.0,164.51,0.05,23.13,331.94,422.91,74.98,23.1,58,14.4,0.0,969.2,5.2,258,0
4/10/2023 19:00,5,5500.79,13.52,161.77,0.18,22.89,329.27,411.61,72.96,22.7,59,14.3,0.0,968.8,4.2,239,0
