datetime,main_aqi,components_co,components_no,components_no2,components_o3,components_so2,components_pm2_5,components_pm10,components_nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation
5/14/2022 15:00,4,667.57,0,14.57,103,4.41,36.55,63.03,28.37,25.057,21.08542,1.2570001,0,872.74194,3.7585104,106.699326,0
5/14/2022 16:00,4,801.09,0,17.65,94.41,5.25,40.64,69.09,33.44,24.157,20.258886,-0.042999983,0,872.64435,4.1046314,105.25517,0
5/14/2022 17:00,4,781.06,0,15.59,86.55,5.25,40.77,69.9,32.42,24.557,18.322456,-1.0929999,0,873.0657,4.379589,99.46225,0
5/14/2022 18:00,4,687.6,0,12,79.39,4.53,37.4,65.44,29.13,24.206999,17.193613,-2.243,0,872.92554,6.489992,93.17977,0
5/14/2022 19:00,4,580.79,0,9.17,76.53,3.58,32.18,58.08,25.33,23.257,16.406658,-3.6430001,0,872.1091,9.007196,87.70944,0
5/14/2022 20:00,4,480.65,0,6.77,85.12,2.92,27.11,50.66,26.35,23.607,15.0150175,-4.5429997,0,871.90125,9.3876505,85.60138,0
5/14/2022 21:00,3,407.22,0,4.88,94.41,2.38,23.42,45.78,26.09,23.206999,15.673839,-4.2929997,0,871.5665,5.4119864,93.814,0
5/14/2022 22:00,3,367.16,0,3.86,100.14,2.03,21.63,43.52,26.35,22.407,19.814423,-1.793,0,871.76636,0.71999997,90,0
5/14/2022 23:00,3,347.14,0,3.34,100.14,1.82,21.01,42.9,26.09,25.956999,11.339577,-6.393,0,873.2733,8.435069,39.805527,0
5/15/2022 0:00,3,337.12,0,3.13,95.84,1.65,20.89,42.67,24.07,24.557,16.225086,-2.743,0,873.0657,9.449572,49.635548,0
5/15/2022 1:00,3,337.12,0.01,3.3,82.97,1.49,20.74,40.47,16.97,26.456999,14.279905,-2.9429998,0,874.6045,12.768586,49.574005,24
5/15/2022 2:00,3,373.84,0.15,4.58,70.1,1.61,21.26,38.77,14.31,27.607,14.532127,-1.793,0,875.9294,18,53.13002,100
5/15/2022 3:00,3,440.6,0.46,6.25,69.38,1.82,21.71,37.52,12.79,28.907,15.818198,0.40700006,0,875.65234,20.26899,56.592163,220
5/15/2022 4:00,3,270.37,0.12,1.59,105.86,0.95,18.2,39.97,3.51,31.057,13.828875,0.2570001,0,876.396,18.864824,41.905865,501
5/15/2022 5:00,3,270.37,0.14,1.39,105.86,1.04,19.62,43.13,3.48,30.907,19.002642,4.6070004,0,877.1248,18.792551,20.17074,615
5/15/2022 6:00,3,273.7,0.14,1.32,107.29,1.21,20.61,43.69,3.83,32.257,19.13101,5.807,0,877.5546,16.92383,23.838743,744
5/15/2022 7:00,3,263.69,0.13,1.12,111.58,1.42,22.43,46.31,3.64,33.257,16.57824,4.557,0,877.2354,12.904882,22.988754,750
5/15/2022 8:00,4,247,0.11,0.89,115.87,1.53,23.46,50.09,3.07,33.807003,15.4138155,3.957,0,876.6563,10.086427,2.0453732,810
5/15/2022 9:00,4,236.99,0.1,0.75,120.16,1.53,24.18,53.4,2.69,34.657,13.555335,2.8070002,0,875.8388,2.968636,255.96373,799
5/15/2022 10:00,4,260.35,0.17,1.52,120.16,1.58,25.26,55.97,3.96,34.857002,10.461365,-0.6429999,0,875.4761,16.418526,217.87505,720
5/15/2022 11:00,4,317.1,0.2,3.08,118.73,1.83,26.94,58.72,6.14,33.807003,10.499239,-1.3929999,0,875.2567,14.186923,215.70677,494
5/15/2022 12:00,4,383.85,0.11,5.23,113.01,2.18,28.85,61.61,7.92,32.207,15.60554,2.857,0,875.0878,6.9527545,201.25058,279
5/15/2022 13:00,4,453.95,0.03,7.28,103,2.47,30.86,63.19,9.12,30.257,24.176643,7.557,0,874.51605,5.3517847,42.27363,94
5/15/2022 14:00,4,487.33,0,7.8,94.41,2.59,32.02,61.62,9.5,26.757,34.72725,9.907,0,874.19977,4.802999,77.00539,32
5/15/2022 15:00,4,460.62,0,6.51,91.55,2.38,30.66,55.71,8.87,25.307,37.838062,9.907,0,873.7127,7.342588,101.3099,0
5/15/2022 16:00,4,403.88,0,4.76,92.98,1.97,27.98,48.42,7.85,24.107,37.245644,8.607,0,873.6695,9.0645685,83.15732,0
5/15/2022 17:00,4,367.16,0,3.77,94.41,1.77,25.73,43.62,7.73,23.157,36.47446,7.4570003,0,874.07135,11.113451,65.09527,0
5/15/2022 18:00,3,343.8,0,3.38,92.98,1.64,23.18,38.96,7.6,23.357,34.58685,6.857,0,874.5,12.594856,59.03632,0
5/15/2022 19:00,3,327.11,0,3,92.98,1.46,21.98,36.32,7.16,24.107,31.18156,6.007,0,874.97595,15.496736,59.264584,0
5/15/2022 20:00,3,320.43,0,2.57,100.14,1.43,22.25,35.21,6.59,24.157,29.51424,5.257,0,874.7347,13.70839,60.068577,0
5/15/2022 21:00,3,307.08,0,1.93,111.58,1.42,20.59,30.72,5.57,24.057,29.486254,5.157,0,873.9106,16.039202,80.960594,0
5/15/2022 22:00,2,300.41,0,1.5,117.3,1.36,18.07,25.94,4.62,22.956999,31.072622,4.957,0,872.8587,12.979984,70.559875,0
5/15/2022 23:00,2,307.08,0,1.44,118.73,1.39,18.07,25.44,4.37,22.057,31.143461,4.207,0,872.7557,13.32,71.075264,0
5/16/2022 0:00,3,320.43,0,1.48,124.45,1.51,20.78,29.91,4.31,21.157,40.501747,7.2070003,0,875.3466,23.441502,79.380394,0
5/16/2022 1:00,4,333.79,0,1.65,128.75,1.61,25.68,38.96,4.31,21.807,39.59238,7.4570003,0,875.5254,19.562946,77.24247,17
5/16/2022 2:00,4,353.81,0.02,2.25,130.18,1.8,31,50.19,4.43,22.907,42.544373,9.507,0,875.7984,19.130875,70.20104,137
5/16/2022 3:00,4,367.16,0.08,2.78,130.18,1.94,33.81,55.22,4.24,25.907,30.416628,7.2070003,0,877.08905,20.724247,72.82401,295
5/16/2022 4:00,4,327.11,0.15,1.74,131.61,1.79,31.47,48.05,3.17,26.706999,27.653093,6.507,0,877.4936,20.523157,74.74483,341
5/16/2022 5:00,4,340.46,0.17,1.71,134.47,1.91,30.55,42.89,3.55,28.857,23.320673,5.857,0,878.33844,17.771753,83.019035,530
5/16/2022 6:00,4,347.14,0.19,1.65,135.9,1.97,29.72,40.09,3.77,29.107,22.591286,5.607,0,878.26154,17.643673,88.830894,422
5/16/2022 7:00,4,343.8,0.19,1.56,137.33,2,28.82,39.78,3.8,30.557,21.440207,6.057,0,878.1253,12.496719,78.366394,523
5/16/2022 8:00,4,323.77,0.17,1.32,135.9,1.88,27.74,41.2,3.55,31.557,20.675243,6.357,0,877.72394,7.7879906,33.6901,753
5/16/2022 9:00,4,297.07,0.16,1.24,135.9,1.7,26.31,41.11,3.1,32.357002,17.685055,4.757,0,877.0681,11.440978,12.7243595,814
5/16/2022 10:00,4,300.41,0.34,2.78,135.9,1.61,26.24,45.25,4.31,29.657,26.33447,8.307,0.1,876.64197,17.81909,44.999897,675
5/16/2022 11:00,4,343.8,0.47,5.23,141.62,1.77,28.55,56.45,6.78,29.307,23.600208,6.407,0,876.06964,14.512064,97.12492,512
5/16/2022 12:00,4,397.21,0.46,8.05,143.05,2,30.2,66.77,9.37,29.456999,22.370289,5.757,0,875.34216,13.896187,73.442856,384
5/16/2022 13:00,4,467.3,0.32,11.82,133.04,2.32,33.47,80.73,13.3,28.107,24.955256,6.2070003,0,874.90393,10.30883,65.22488,201
5/16/2022 14:00,4,567.44,0.06,14.39,104.43,2.86,38.27,95.22,17.48,25.057,31.992025,7.2070003,0,873.8747,6.130579,86.63361,46
5/16/2022 15:00,5,674.25,0,15.42,75.82,3.43,42.66,105.2,20.52,23.206999,35.870895,7.257,0,873.13367,6.638072,102.5288,0
5/16/2022 16:00,5,754.36,0,14.39,54.36,3.64,45.86,109.57,20.27,22.057,36.53551,6.507,0,873.10376,7.6367526,98.13002,0
5/16/2022 17:00,5,754.36,0,12.68,44.7,3.43,46.89,109.55,18.49,21.607,35.047253,5.507,0,873.1819,7.92,90,0
5/16/2022 18:00,5,700.95,0,11.31,42.56,3.01,46.48,107.05,16.97,21.206999,35.176247,5.2070003,0,873.01874,7.928178,87.3975,0
5/16/2022 19:00,5,640.87,0,10.11,43.63,2.44,44.33,101.65,15.83,20.807,36.17692,5.257,0,872.5944,8.669949,85.23644,0
5/16/2022 20:00,4,554.08,0,8.14,49.35,2.03,41.65,91.86,14.95,20.557,36.866096,5.307,0,871.88324,9.47012,81.25392,0
5/16/2022 21:00,4,473.98,0,6.08,56.51,1.8,38.94,79.59,14.57,20.706999,35.772854,5.007,0,871.5099,9.826088,81.57312,0
5/16/2022 22:00,4,427.25,0,5.1,57.22,1.65,37.1,69.22,14.69,20.907,34.72501,4.757,0,871.3309,9.826088,81.57312,0
5/16/2022 23:00,4,413.89,0,4.76,58.65,1.67,35.86,62.72,15.96,20.757,34.681892,4.6070004,0,871.3564,9.114471,80.909805,0
5/17/2022 0:00,4,407.22,0,4.54,64.37,1.85,34.78,58.25,18.24,22.206999,32.747406,5.057,0,872.7296,12.074766,79.69521,0
5/17/2022 1:00,4,420.57,0.01,4.88,67.95,2.06,33.73,56.01,20.01,22.757,34.179317,6.157,0,873.3874,10.594036,80.21766,33
5/17/2022 2:00,4,507.35,0.36,7.03,63.66,2.47,34.62,57.93,18.24,25.907,36.39224,9.857,0,874.997,7.8625183,74.054535,172
5/17/2022 3:00,4,667.57,1.06,10.45,72.96,3.16,37.9,62.83,16.72,28.657,21.329433,4.407,0,876.6023,3.7064266,60.94549,338
5/17/2022 4:00,4,313.76,0.22,2.21,111.58,1.73,24.47,50.23,3.55,29.907,21.055182,5.257,0,877.4375,7.729527,332.24155,537
5/17/2022 5:00,4,333.79,0.27,2.33,114.44,1.86,25.67,52.24,4.62,30.507,20.842787,5.607,0,877.7567,9.504273,335.37646,724
5/17/2022 6:00,4,357.15,0.27,2.27,120.16,2,27.21,54.03,5.76,30.107,21.032557,5.407,0,877.9514,7.9932966,35.837746,821
5/17/2022 7:00,4,387.19,0.29,2.4,134.47,2.12,29.44,58.62,8.04,30.757,21.4169,6.2070003,0,877.5038,4.8433046,311.98712,759
5/17/2022 8:00,4,447.27,0.3,2.96,163.08,2.47,33.09,64.49,12.29,26.757,35.43095,10.207001,0.5,877.4262,11.298495,202.47948,612
5/17/2022 9:00,4,527.38,0.3,3.51,197.41,3.01,37.47,69.68,16.47,28.907,25.254915,7.057,0,876.8743,9.504272,142.69597,540
5/17/2022 10:00,4,567.44,0.23,4.16,211.72,3.31,40.56,74.23,20.27,29.857,23.501144,6.807,0,876.80676,5.3999996,233.13002,653
5/17/2022 11:00,4,574.11,0.2,5.65,200.27,3.37,40.89,76.31,22.04,28.907,24.655937,6.7070003,0,876.00146,4.2136917,289.9832,364
5/17/2022 12:00,4,607.49,0.21,8.23,185.97,3.4,39.81,75.94,22.8,26.907,33.39885,9.457001,0,876.00287,14.345898,72.47434,292
5/17/2022 13:00,4,700.95,0.15,12.51,168.8,3.78,40.91,78.57,26.85,25.407,35.886974,9.207001,0,875.66986,13.450708,74.47583,199
5/17/2022 14:00,4,854.49,0.02,17.14,145.91,4.77,45.71,86.98,35.46,23.907,39.918964,9.457001,0,875.1568,11.659777,81.11942,37
5/17/2022 15:00,5,974.66,0,19.88,123.02,5.84,51.45,96.8,45.09,22.807,42.516293,9.407,0,875.2356,9.779817,83.659904,0
5/17/2022 16:00,5,1214.98,0,23.99,114.44,7.45,62.07,110.91,55.22,21.657,44.83868,9.157,0,874.9421,10.799999,90,0
5/17/2022 17:00,5,1415.25,0,25.36,108.72,8.46,73.92,124.62,59.78,21.456999,43.88475,8.657,0,874.77344,11.525623,88.21013,0
5/17/2022 18:00,5,1428.6,0,22.96,95.84,7.63,78.12,127.88,51.17,20.907,45.390995,8.657,0,874.54865,11.874544,75.96373,0
5/17/2022 19:00,5,1335.14,0,19.19,81.54,5.66,74.79,121.29,36.48,20.407,46.65282,8.607,0,874.0824,11.367109,79.04598,0
5/17/2022 20:00,5,1161.58,0,15.08,75.82,4.41,69.07,112.43,30.65,19.357,50.126984,8.707001,0,873.3019,11.013882,78.6901,0
5/17/2022 21:00,5,947.95,0,10.97,75.82,3.76,60.67,101.47,29.89,19.007,50.372704,8.457001,0,872.8962,9.826088,81.57312,0
5/17/2022 22:00,5,761.03,0,8.31,75.1,3.4,52.81,91.29,30.91,19.007,48.526966,7.907,0,872.8962,9.114471,80.909805,0
5/17/2022 23:00,4,647.54,0,6.94,71.53,3.04,47.24,83.63,30.91,19.206999,46.004658,7.307,0,873.3266,9.531505,79.11452,0
5/18/2022 0:00,4,574.11,0,6.25,68.66,2.74,42.87,77.17,29.39,18.206999,50.328014,7.7070003,0,874.0406,9.885262,79.50858,0
5/18/2022 1:00,4,527.38,0.03,6.08,63.66,2.35,38.71,70.91,25.59,19.757,46.78978,8.057,0,875.2924,9.531505,79.11452,35
5/18/2022 2:00,4,574.11,0.51,7.03,62.94,2.38,38.3,69.44,21.28,23.757,42.78245,10.357,0,877.1865,10.163227,67.06787,182
5/18/2022 3:00,4,694.27,1.1,8.65,87.26,2.74,41.82,72.24,17.48,26.657,32.006138,8.607,0,878.8688,6.297428,59.03632,380
5/18/2022 4:00,3,320.43,0.16,1.19,113.01,1.25,22.42,46.24,3.74,28.307,26.510376,7.257,0,879.5198,4.198285,59.03632,576
5/18/2022 5:00,3,307.08,0.12,0.84,115.87,1.12,22.05,47.03,3.45,29.557,24.157875,6.9570003,0,879.9209,0.35999998,360,745
5/18/2022 6:00,3,307.08,0.11,0.77,120.16,1.15,22.41,47.66,3.61,30.357,22.293411,6.4570003,0,879.88245,5.2416787,254.05453,833
5/18/2022 7:00,4,303.75,0.1,0.69,123.02,1.1,23.41,50.42,3.45,31.157,21.005917,6.257,0,879.9295,11.620809,253.81071,861
5/18/2022 8:00,4,303.75,0.09,0.62,123.02,0.98,25.76,57.03,3.04,31.407,21.068678,6.507,0,879.50134,13.5515,253.0091,897
5/18/2022 9:00,4,297.07,0.08,0.58,123.02,0.94,28.37,65.79,2.94,31.557,20.818068,6.4570003,0,879.0348,13.1041975,249.07542,843
5/18/2022 10:00,4,297.07,0.11,0.78,120.16,0.98,32.03,76.93,3.48,31.307,20.971245,6.357,0,878.50183,13.527572,244.7989,739
5/18/2022 11:00,4,307.08,0.15,1.26,118.73,1.12,36.3,89.9,4.5,30.857,21.221613,6.157,0,877.89166,11.592895,244.23071,576
5/18/2022 12:00,5,327.11,0.19,2.1,118.73,1.25,40.48,101.3,5.38,29.456999,24.464626,7.057,0,877.9614,14.372974,247.93205,385
5/18/2022 13:00,5,390.53,0.2,4.84,111.58,1.59,44.53,108.86,8.23,28.307,27.711977,7.907,0,877.86176,10.636766,246.0375,202
5/18/2022 14:00,5,494,0.04,8.4,94.41,2.21,49.85,117.94,13.43,24.907,38.880478,9.957001,0,876.8647,6.792466,212.00534,47
5/18/2022 15:00,5,587.46,0,10.88,80.82,2.89,55.49,127.18,19.25,23.607,43.170612,10.357,0,876.7776,6.638072,167.4712,0
5/18/2022 16:00,5,741,0,14.91,72.96,3.7,61.81,137.7,25.33,22.307,47.648655,10.657,0,876.425,5.3999996,126.86998,0
5/18/2022 17:00,5,907.9,0,18.34,62.23,4.11,67.59,146.28,27.11,22.206999,45.598587,9.907,0,876.47144,2.5455842,98.13002,0
5/18/2022 18:00,5,961.3,0,18.51,53.64,3.78,69.96,146.99,23.56,22.206999,43.651924,9.257,0,876.3844,4.3349743,94.76356,0
5/18/2022 19:00,5,907.9,0,15.77,49.35,3.01,67.57,139.5,18.49,22.206999,40.386833,8.107,0,876.12335,5.4119864,86.186005,0
5/18/2022 20:00,5,794.41,0,11.82,48.64,2.29,62.27,126.49,15.07,22.456999,37.538803,7.257,0,875.7029,6.2145634,79.99209,0
5/18/2022 21:00,5,654.22,0,8.14,49.35,1.85,55.85,111.14,13.05,22.807,35.512257,6.757,0,875.4097,6.725354,74.47583,0
5/18/2022 22:00,4,554.08,0,5.91,48.64,1.56,49.77,95.85,12.41,22.857,34.801785,6.507,0,875.25586,6.2145634,79.99209,0
5/18/2022 23:00,4,500.68,0,5.18,48.64,1.46,45.01,83.66,13.17,22.857,34.325905,6.307,0,875.25586,6.28713,76.75947,0
5/19/2022 0:00,4,473.98,0,4.97,51.5,1.46,40.92,74.04,14.19,21.857,36.352776,6.257,0,875.02374,7.342588,78.6901,0
5/19/2022 1:00,4,467.3,0.03,5.31,52.21,1.55,37.24,66.38,15.2,23.257,35.27659,7.057,0,875.8528,7.2805495,81.46932,35
5/19/2022 2:00,4,547.41,0.62,7.28,51.5,2.03,36.9,64.66,16.21,26.456999,35.464977,9.957001,0,877.4818,6.638072,77.4712,179
5/19/2022 3:00,4,700.95,1.61,10.2,69.38,2.68,40.93,69.09,16.47,29.257,25.960588,7.757,0,879.01843,4.452954,345.9637,374
5/19/2022 4:00,3,303.75,0.14,1.09,113.01,0.85,22.16,45.87,3.58,30.206999,24.163513,7.507,0,879.4748,6.1094027,315.0001,567
5/19/2022 5:00,4,307.08,0.11,0.82,120.16,0.81,23.9,50.45,3.61,31.007,23.720333,7.907,0,879.52203,7.386582,313.0251,732
5/19/2022 6:00,4,307.08,0.1,0.77,123.02,0.8,23.96,50.1,3.67,30.007,25.117844,7.907,0,879.4847,5.0528407,4.085537,850
5/19/2022 7:00,4,343.8,0.22,1.82,121.59,1.09,25.11,50.82,5.64,30.857,23.600735,7.7070003,0,879.2894,10.239453,10.124612,829
5/19/2022 8:00,4,433.92,0.31,3.56,130.18,1.65,28.19,54.44,9.5,30.257,24.176643,7.557,0,878.70825,3.2399998,360,692
5/19/2022 9:00,4,514.03,0.28,4.97,141.62,2.12,30.07,55.9,12.79,27.857,35.503952,11.207001,0.6,878.6448,15.807239,120.0685,591
5/19/2022 10:00,4,560.76,0.23,6.25,144.48,2.5,28.79,52.92,16.09,29.157,26.92217,8.207001,0,878.01917,9.957108,139.39879,583
5/19/2022 11:00,4,614.17,0.21,7.71,143.05,2.89,27.55,50.66,19.51,29.807,25.236036,7.807,0,877.83514,3.8773184,248.19853,551
5/19/2022 12:00,4,674.25,0.2,10.02,137.33,3.25,26.97,48.96,22.55,28.657,26.69581,7.657,0,877.1259,7.289444,20.224945,277
5/19/2022 13:00,4,667.57,0.32,10.11,130.18,3.1,27.25,49.23,21.03,27.557,29.24814,8.057,0,876.6948,8.435069,39.805527,198
5/19/2022 14:00,4,587.46,0.05,9.25,97.27,2.53,26.92,49.5,15.33,24.807,38.59279,9.757,0,875.60486,7.754637,68.19853,46
5/19/2022 15:00,4,487.33,0,6.77,78.68,1.94,25.29,46.83,10.01,23.057,42.58646,9.657,0,874.90137,9.726665,87.87895,0
5/19/2022 16:00,3,433.92,0,5.18,72.96,1.55,24.27,44.22,7.73,22.456999,41.99097,8.907,0,874.74554,9.826088,81.57312,0
5/19/2022 17:00,3,440.6,0,5.31,64.37,1.49,24.63,43.45,8.23,22.757,41.5123,9.007,0,874.60596,11.177405,75.068535,0
5/19/2022 18:00,3,440.6,0,5.36,57.22,1.36,23.63,40.5,8.49,23.257,39.60108,8.757,0,874.19855,11.252519,82.64771,0
5/19/2022 19:00,3,453.95,0,6.17,46.49,1.18,23.28,38.44,9.75,22.557,40.76111,8.557,0,874.0028,7.2805495,81.46932,0
5/19/2022 20:00,3,460.62,0,6.43,38.27,0.98,22.83,36.58,11.02,20.857,45.377075,8.607,0,873.3975,5.0528407,85.91447,0
5/19/2022 21:00,3,427.25,0,5.48,36.84,0.88,21.24,33.52,11.91,20.456999,45.72844,8.357,0,873.4943,2.1897945,99.46225,0
5/19/2022 22:00,2,403.88,0,4.84,36.48,0.83,19.47,30.15,12.41,21.907,41.27202,8.157,0,873.21674,15.509274,68.19853,0
5/19/2022 23:00,2,393.87,0,4.71,32.54,0.71,18.31,27.58,11.78,22.206999,42.49076,8.857,0,873.7738,13.276144,49.398785,0
5/20/2022 0:00,2,383.85,0,4.58,28.97,0.57,17.53,25.15,10.39,17.657,69.03298,11.907,0,875.0265,22.473343,35.217674,0
5/20/2022 1:00,2,287.06,0,1.69,73.67,0.51,12.79,17.79,3.55,18.307,63.69351,11.306999,0,875.3851,22.401142,44.999897,19
5/20/2022 2:00,2,273.7,0.03,1.41,86.55,0.73,11.36,16.33,2.66,19.907,54.482426,10.457001,0,875.9629,24.192429,53.471054,139
5/20/2022 3:00,2,280.38,0.09,1.52,95.84,1.09,11.26,16.53,2.31,20.557,50.449097,9.907,0,875.9701,25.661207,55.86401,283
5/20/2022 4:00,2,283.72,0.1,1.39,105.86,1.56,15.05,22.73,2.15,22.157,47.92594,10.607,0,876.62524,20.523157,74.74483,321
5/20/2022 5:00,2,287.06,0.09,1.24,108.72,1.89,18.21,27.02,2.28,24.657,38.292458,9.507,0,877.0259,20.326454,67.06787,574
5/20/2022 6:00,2,283.72,0.08,1.1,107.29,2,18.44,26.43,2.34,22.807,47.943245,11.207001,0.6,876.54126,25.420181,77.735245,567
5/20/2022 7:00,2,277.04,0.07,1.04,104.43,2.03,17.89,25.61,2.25,24.657,40.2647,10.257,0.1,876.24176,20.188908,68.00882,647
5/20/2022 8:00,2,270.37,0.07,0.93,103,2.03,18.22,27.03,2.09,25.807,36.608475,9.857,0,875.65466,20.774214,62.10283,768
5/20/2022 9:00,2,270.37,0.06,0.79,105.86,2,19.34,29.71,1.93,25.857,39.148067,10.907,0.8,875.5001,19.559633,83.659904,743
5/20/2022 10:00,3,277.04,0.05,0.84,108.72,2.18,22.98,40.13,2.06,26.557,35.731186,10.157,0,874.7311,16.946787,77.735245,604
5/20/2022 11:00,4,287.06,0.04,1.32,108.72,2.5,26.99,52.4,2.6,26.607,34.685036,9.757,0,874.402,15.226764,83.21112,502
5/20/2022 12:00,4,300.41,0.02,2.01,105.86,2.68,28.05,56.37,3.01,25.807,33.314453,8.457001,0,874.6087,18.792551,69.82927,338
5/20/2022 13:00,4,310.42,0.01,2.46,104.43,2.74,27.86,54.78,3.29,24.757,35.582314,8.507,0,874.10376,18.709612,78.90632,193
5/20/2022 14:00,4,317.1,0,2.53,103,2.71,27.71,51.48,3.64,23.107,37.340946,7.757,0,873.5288,21.647945,86.186005,48
5/20/2022 15:00,4,323.77,0,2.38,101.57,2.62,28.12,48.17,3.89,21.757,39.174515,7.257,0,872.80786,21.349546,84.193375,0
5/20/2022 16:00,4,333.79,0,2.33,98.71,2.44,25.89,41.54,4.18,21.706999,38.495625,6.9570003,0,872.5267,19.829433,74.197426,0
5/20/2022 17:00,3,347.14,0,2.44,91.55,2.21,22.06,34.01,4.62,21.157,40.363438,7.157,0,872.0414,19.93048,73.201546,0
5/20/2022 18:00,2,353.81,0,2.46,88.69,2,17.74,26.57,4.69,20.907,39.87963,6.757,0,871.41785,19.734436,75.2032,0
5/20/2022 19:00,2,347.14,0,2.33,87.98,1.77,13.62,19.75,4.56,20.607,39.657166,6.407,0,870.42554,16.055353,70.346085,0
5/20/2022 20:00,2,333.79,0,1.88,86.55,1.51,10.49,14.78,4.5,19.657,42.20206,6.4570003,0,869.42755,14.345898,72.47434,0
5/20/2022 21:00,2,323.77,0,1.5,85.83,1.28,8.08,11.08,4.43,19.157,42.939426,6.257,0,868.6138,15.463244,77.90526,0
5/20/2022 22:00,2,313.76,0,1.31,83.68,1.15,6.46,8.74,4.43,19.206999,42.2194,6.057,0,868.54724,14.689589,72.89719,0
5/20/2022 23:00,2,310.42,0,1.21,85.12,1.1,5.47,7.53,4.31,18.807,43.585854,6.157,0,868.29553,14.118243,70.640915,0
5/21/2022 0:00,2,307.08,0,1.2,86.55,1.1,5.17,7.42,4.05,18.657,45.537224,6.657,0,870.84,20.056877,68.96242,0
5/21/2022 1:00,2,307.08,0,1.3,84.4,1.1,4.98,7.34,3.8,19.507,43.484497,6.757,0,871.62573,20.724247,72.82401,37
5/21/2022 2:00,2,320.43,0.06,1.78,80.11,1.24,4.94,7.55,3.96,21.757,41.79333,8.207001,0,872.7208,18,73.73973,183
5/21/2022 3:00,2,347.14,0.2,2.33,83.68,1.56,5.94,9.58,4.12,24.507,34.324894,7.757,0,873.7424,16.766108,75.068535,377
5/21/2022 4:00,3,317.1,0.1,1.16,121.59,2.74,14.43,23.81,2.34,26.657,30.314938,7.807,0,874.3345,15.034041,73.300674,566
5/21/2022 5:00,3,310.42,0.09,0.96,121.59,2.74,14.75,22.83,2.18,27.757,28.614899,7.907,0,874.418,11.770403,66.5713,688
5/21/2022 6:00,2,307.08,0.07,0.91,115.87,2.59,13.93,20,2.06,27.456999,31.37363,9.007,0.4,874.64935,14.386494,58.29862,772
5/21/2022 7:00,2,327.11,0.13,1.71,110.15,2.71,17.26,26.46,3.67,25.657,35.23927,9.157,0.8,874.3748,22.768398,71.564964,760
5/21/2022 8:00,3,363.83,0.19,2.68,111.58,2.98,23.75,41.39,6.27,27.907,28.269077,7.857,0,873.9533,14.154915,97.30567,718
5/21/2022 9:00,4,397.21,0.21,3.26,120.16,3.34,28.62,50.91,8.49,27.407,29.206722,7.907,0.1,873.583,8.714677,38.290207,727
5/21/2022 10:00,4,420.57,0.24,3.6,130.18,3.7,29.78,52.95,10.64,27.807,29.616663,8.457001,0.2,873.129,10.446206,88.025116,691
5/21/2022 11:00,4,427.25,0.26,3.51,133.04,3.7,29.01,50.7,10.39,26.157,35.97817,9.907,0.2,872.9167,13.004921,85.23644,515
5/21/2022 12:00,4,427.25,0.28,3.77,125.89,3.61,27.02,45.66,8.49,26.907,29.068577,7.407,0,872.7762,9.504272,52.695976,370
5/21/2022 13:00,4,473.98,0.28,5.91,110.15,3.52,27.38,45.34,9.63,25.757,33.187725,8.357,0,872.7583,11.119281,60.94549,187
5/21/2022 14:00,4,567.44,0.07,8.83,89.41,3.64,30.77,51.22,14.44,23.706999,40.131485,9.357,0,871.94135,8.209263,74.74483,48
5/21/2022 15:00,4,647.54,0,10.62,74.39,4.11,34.87,58.42,20.52,21.807,45.640816,9.556999,0,871.1752,6.8399997,90,0
5/21/2022 16:00,4,694.27,0,10.71,67.23,4.41,38.35,64.48,24.32,20.307,50.213455,9.607,0,870.65063,7.5599995,90,0
5/21/2022 17:00,4,674.25,0,9.51,62.94,4.05,40.28,68.41,22.55,19.757,49.22826,8.807,0,870.16406,9,90,0
5/21/2022 18:00,4,627.52,0,8.31,60.8,3.25,40.38,69.01,18.24,19.307,48.280144,8.107,0,869.6315,9.746631,85.76369,0
5/21/2022 19:00,4,580.79,0,7.45,56.51,2.35,39.4,66.65,14.82,19.057,47.236206,7.557,0,869.1806,9.0645685,83.15732,0
5/21/2022 20:00,4,520.71,0,6.17,52.93,1.77,37.39,62.56,13.05,18.757,46.992207,7.2070003,0,868.27484,9.178235,78.6901,0
5/21/2022 21:00,4,460.62,0,4.8,50.07,1.45,35.21,57.16,12.16,18.857,45.126274,6.7070003,0,867.7949,10.041354,75.46551,0
5/21/2022 22:00,4,413.89,0,4.03,45.42,1.24,33.37,52.13,11.91,18.657,44.45378,6.307,0,867.365,9.449572,72.25524,0
5/21/2022 23:00,4,390.53,0,3.73,43.27,1.19,31.44,48.23,12.29,18.706999,43.407375,6.007,0,867.2117,7.968939,71.564964,0
5/22/2022 0:00,4,380.52,0,3.6,45.42,1.3,29.35,45.03,12.79,19.007,43.193726,6.2070003,0,867.4221,5.6920996,71.564964,0
5/22/2022 1:00,4,383.85,0.03,3.81,47.92,1.49,27.59,43.58,13.3,20.706999,42.066963,7.357,0,868.2924,4.896529,72.89719,38
5/22/2022 2:00,4,447.27,0.57,5.06,47.92,1.77,28.94,47.16,13.81,23.807,40.70259,9.657,0,869.8043,5.6233797,50.194473,186
